Categoría,Alimento,Producto,Empresa
Quesos,Queso Crema,Queso crema sabor natural 100 gr,Soprole
Quesos,Queso Crema,Queso crema sabor natural 200 gr,Soprole
Quesos,Queso Crema,"Queso crema Natural (untable), pote 100gr",Colun
Quesos,Queso Crema,"Queso crema Natural, tripa de 100g y 200g",Colun
Quesos,Queso Crema,"Queso crema ajo albahaca (unable), pote 100g",Colun
Quesos,Queso Crema,"Queso crema Cebolla salteada (untable), pote 100g",Colun
Quesos,Queso Crema,"Queso crema Tomate orégano (untable), pote 100g",Colun
Quesos,Queso Crema,Crema Queso natural. 190gr,"El Roble - Comercial de
Campo"
Quesos,Queso Crema,"Queso crema (cream cheese) Smithfiels tradicional y Neufchatel,
barra 1.36 kg (food service)",Santa Rosa
Quesos,Queso Crema,"Queso crema (cream cheese) Polenghi, balde 3.6 kg nn y
manga 1,5 Kg (Food service)",Santa Rosa
Quesos,Queso Crema,"Queso crema Philadelphia regular, (pote) 150gr",Kraft- Mondelez
Quesos,Queso Crema,Queso crema 150gr,Santa Rosa
Quesos,Queso Crema,"Queso Cremosino ADLER untable sabor Cheddar, 250gr",Santa Rosa
Quesos,Queso de Cabra,Queso de cabra 325g y 150g,"El Roble - Comercial de
Campo"
Quesos,Queso de Cabra natural,"Queso de cabra natural con leche de vaca, 200g","Los Tilos - Comercial de
Campo"
Quesos,Queso de Cabra oliva-orégano,"Queso de cabra oliva-orégano (con leche de vaca), 200gr","Los Tilos - Comercial de
Campo"
Quesos,Queso Brie,"Queso Brie, 140gr","Los Tilos - Comercial de
Campo"
Quesos,Queso Brie,"Queso Petit Brie, 125gr",Santa Rosa
Quesos,Queso Brie,"Queso Brie, 125gr","Los Tilos - Comercial de
Campo"
Quesos,Queso Brie,"Queso Aperi' Brie (clásico), 140gr",Santa Rosa
Quesos,Queso Camembert,"Queso tipo camembert ""Cremambert"" 125g",Santa Rosa
Quesos,Queso Camembert,"Queso Camembert pimienta, 130gr","Los Tilos - Comercial de
Campo"
Quesos,Queso Camenbert Cabra,"Queso Camembert merkén, 130gr","Los Tilos - Comercial de
Campo"
Quesos,Queso Mozzarella,"Mozzarella Ciliegine, pote 250gr",Dibufala - Importa Globe Italia
Quesos,Queso Mozzarella,Queso Mozzarella hebras 400 grs,Soprole
Quesos,Queso Mozzarella,Queso Mozzarella marca Los Alpes (laminado y trozos),Colun
Quesos,Queso Mozzarella,"Queso Mozzarella Los Tilos, 250gr (peso drenado)","Los Tilos - Comercial de
Campo"
Quesos,Queso Mozzarella,"Queso Mozzarella Bocconcini Los Tilos, 150 g","Los Tilos - Comercial de
Campo"
Quesos,Queso Mozzarella,"Burrata, Queso fresco mozzarella, 125gr",Dibufala - Importa Globe Italia
Quesos,Queso Mozzarella,Mozzarella ovoline. 250 grs,Dibufala - Importa Globe Italia
Quesos,Queso Mozzarella,"Mozzarella Capreese, pote 125gr",Dibufala - Importa Globe Italia
Quesos,Queso Edam,"Queso Edam laminado 250g (envase semirigido), trozo 350g y
pieza 3K",Colun
Quesos,Queso Azul,"Queso Azul Grand Blu premium, 125g",Santa Rosa
Quesos,Queso Azul,"Queso Azul Grand Blu, envase 100gr",Santa Rosa
Quesos,Queso Ahumado,Queso fundido Ahumado,"Los Tilos - Comercial de
Campo"
Quesos,Queso,"Queso Gauda granulado, 250,g 500g y 5kg",Chilolac
Quesos,Queso,"Crema de Ricotta (cremoso), 150gr",Santa Rosa
Quesos,Queso,Soprole Queso Grillar 10x200g (importado),Soprole
Quesos,Queso,"Queso Vacherin, 170gr","Los Tilos - Comercial de
Campo"
Quesos,Queso,"Queso Savoyard, 170gr","Los Tilos - Comercial de
Campo"
Quesos,Provoletta,Queso Provoletta,"Los Tilos - Comercial de
Campo"
Quesos,Ricotta,"Ricotta fresca, 200gr",Lácteos San Ignacio
Quesos,Ricotta,"Ricotta de leche de bufala, 300gr",Dibufala - Importa Globe Italia
Quesos,Crema de queso,"Crema de queso tomate-albahaca, 150g","El Roble - Comercial de
Campo"
Quesos,Crema de queso,"Crema de queso merkén, 150g","El Roble - Comercial de
Campo"
Quesos,Queso Cheddar,"Queso Cheddar marca ALDER, laminado reducido en calorías,
144g",Santa Rosa
Quesos,Queso Cheddar,"Queso Cheddar marca ALDER laminado, 144g",Santa Rosa
Bebidas vegetales,Alimento de soya,"Alimento a base de soya con chocolate, 1lt",Loncoleche
Bebidas vegetales,Alimento de soya,"Alimento a base de soya sabor natural, 1lt",Loncoleche
Bebidas vegetales,Bebida de coco,"Bebida de coco marca Nature´s Heart, 1lt",TerraFertil - Nestlé Chile
Bebidas vegetales,Bebida de coco,"Bebida de coco marca Nature´s Heart sin azúcar, 1lt",TerraFertil - Nestlé Chile
Bebidas vegetales,Bebida de coco,"Leche de coco marca M&S, tetrapack 1 lt",M&S - importa Elbelman
Bebidas vegetales,Bebida de coco,"Leche de coco marca M&S, tetrapack 500ml",M&S - importa Elbelman
Bebidas vegetales,Bebida de coco,"Alimento de Coco marca SAMUI,400 ML",Samui - Importa Cencosud
Bebidas vegetales,Bebida de coco,"Bebida de almendra Coco Proteína marca Nature´s Heart sin
azúcar, 1Lt.",TerraFertil - Nestlé Chile
Bebidas vegetales,Bebida de coco,Alimento Coco evaporado tarro 370 gr,Samui - Importa Cencosud
Bebidas vegetales,Bebida de almendra,"Bebida de almendra chocolate Good Drink!, 1lt",Cuisine&Co - JUMBO
Bebidas vegetales,Bebida de almendra,"Bebida de almendra natural Good Drink!, 1lt",Cuisine&Co - JUMBO
Bebidas vegetales,Bebida de almendra,"Bebida de almendra sin azucar Good Drink!, 1lt",Cuisine&Co - JUMBO
Bebidas vegetales,Bebida de almendra,"Bebida de almendra vainilla Good Drink!, 1lt",Cuisine&Co - JUMBO
Bebidas vegetales,Bebida de almendra,"Bebida de almendra marca Nature´s Heart con azúcar, 1Lt",TerraFertil - Nestlé Chile
Bebidas vegetales,Bebida de almendra,"Bebida de almendra marca Nature´s Heart sin azúcar, 1lt",TerraFertil - Nestlé Chile
Bebidas vegetales,Bebida de almendra,"Bebida de Almendra sin azúcar, 1lt","Scotti. Importado por Globe
Italia"
Bebidas vegetales,Bebida de almendra,"Bebida de Almendra NATRUE, 0% azúcar, 1 Lt","NATRUE - Importado por
Cencosud"
Bebidas vegetales,Bebida de arroz,"Bebida de Arroz con chocolate, 1lt","Scotti. Importado por Globe
Italia"
Bebidas vegetales,Crema Vegetal,Crema de Coco marca SAMUI,Samui - Importa Cencosud
Bebidas vegetales,Agua de Coco,"Agua de Coco marca Thai Heritage (cocnut water), lata 330cc y
520cc","Thai Heritage - Importa
Elbelman"
Bebidas vegetales,Alimento a base de almendra,"Alimento a base de almendra, natural endulzado, 1lt",Loncoleche
Pastas y fideos,Pastas,Pasta multiceral quinoa Wakas 250 g,Wakas - Importa Cencosud
Pastas y fideos,Pastas,Pasta multiceral amaranto Wakas 250 g,Wakas - Importa Cencosud
Pastas y fideos,Pastas,Pasta multicereal Kale 250 g,Wakas - Importa Cencosud
Pastas y fideos,Pastas,Pasta multicereal chía Wakas 250 g,Wakas - Importa Cencosud
Pastas y fideos,Pastas,"Pasta de legumbres garbanzos y chia, 250 gr",Wakas - Importa Cencosud
Pastas y fideos,Pastas,Pasta de legumbres arvejas/chia 250 g,Wakas - Importa Cencosud
Pastas y fideos,Pastas,"Pasta de legumbres proteicas (Poroto negro, poroto alubia, arroz
y chia), 250 gr",Wakas - Importa Cencosud
Pastas y fideos,Pastas,"Risoni clásico (pastas cortas) Wakas (más proteína y fibra), 300
gr",Wakas - Importa Cencosud
Pastas y fideos,Pastas,"Risoni de Espinacas (pastas cortas) Wakas (más proteína y
fibra), 300 gr",Wakas - Importa Cencosud
Pastas y fideos,Pastas,"Risoni con Zanahoria (pastas cortas) Wakas (más proteína y
fibra), 300 gr",Wakas - Importa Cencosud
Pastas y fideos,Fideos de arroz,"Pastas de arroz (macarrones, caracolitos, spaguetti, espirales o
twist, Fettuccine, Lasaña marca Blue Dragon","Blue Dragon - Importa
Elbelman"
Pastas y fideos,Fideos,Pastas de arroz marca Trattoria (sin gluten),Empresas Carozzi S.A
Pastas y fideos,Fideos,"Pastas Penne marca Vivo (sin gluten), 250 y 400gr",Empresas Carozzi S.A
Pastas y fideos,Fideos,"Pastas Spaghetti marca Vivo (sin gluten), 250 y 400gr",Empresas Carozzi S.A
Frutos secos - frutas deshidratados - frutos tropicales,Nueces,"Nuez cuarto, 700gr","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Nueces,"Nuez sin cascara (distintos formatos: mariposas, cuartos,
cuartillos o pedacitos, 1kg, 5kg y 10 kg",Econut
Frutos secos - frutas deshidratados - frutos tropicales,Nueces,"Nuez mariposa, 200gr (envasado por Agroindustrial Las Tres Erre
Spa)","Lider - Envasa Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Nueces,Nuez mariposa 700g,"Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,"Almendra natural marca Alto La Cruz, 200gr, 300gr, 700gr","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,Almendras tostadas con piel,El Litral
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,Almendras laminadas sin piel,El Litral
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,Almendras sin piel tostadas,El Litral
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,Almendras naturales,El Litral
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,"Almendra Fileteada, 140g","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,"Almendra tostada sin piel marca Ato La Cruz, 140g","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Almendras,"Almendra tostada marca Alto La Cruz, 300g y 700g","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Maní,"Mix tostado, 700g","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Maní,"Maní salado extra grande KIRKLAND, 1.13 Kg","KIRKLAND - Importado por
Cencosud"
Frutos secos - frutas deshidratados - frutos tropicales,Surtido frutos secos,"Well Mix Proteína (Almendras, Cranberry, Maní, Semilla de
zapallo), 240 y 100 gr",Sofruco
Frutos secos - frutas deshidratados - frutos tropicales,Surtido frutos secos,"Well Mix Energía (Nueces, pasas morenas, semillas de zapallo,
coco en láminas), 210 y 100gr",Sofruco
Frutos secos - frutas deshidratados - frutos tropicales,Surtido frutos secos,"Well Mix Saludable (Pasas morenas, Almendras, Castañas de
cajú y Coco en láminas), 210 y 100gr",Sofruco
Frutos secos - frutas deshidratados - frutos tropicales,Surtido frutos secos,"Mix frutos secos, 300g y 700g","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Pasas,"Pasas morenas, 300gr","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Pasas,"Well Mix Pasas Morenas, 270 gr",Sofruco
Frutos secos - frutas deshidratados - frutos tropicales,Pasas,"Pasas morenas 300gr (envasado por Agroindustrial Las Tres Erre
Spa)","Lider - Envasa Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Pasas,"Pasas rubias 300gr (envasado por Agroindustrial Las Tres Erre
Spa)","Lider - Envasa Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Pasas,"Pasas rubias, 300g","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Pistachos,"Pistachos con cáscara,120g (envasado por Agroindustrial Las
Tres Erre Spa)","Lider - Envasa Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Castaña de cajú,"Castaña de cajú tostada, 120gr y 300gr","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Ciruelas deshidratadas,"Ciruela deshidratada tiernizada sin carozo, bolsa zipper 300 g,
pote 500 g y 60 g",Sofruco
Frutos secos - frutas deshidratados - frutos tropicales,Huesillos,"Huesillos, 1kg","Alto La Cruz - Agroindustrial
Las Tres Erres"
Frutos secos - frutas deshidratados - frutos tropicales,Pepitas de zapallo,"Well Mix Semillas (pepitas de zapallo), 270 y 100 gr",Sofruco
Frutos secos - frutas deshidratados - frutos tropicales,Coquitos de Palma,"Well Mix Coquito, 100g",Sofruco
Mermeladas y dulces,Mermelada,"Mermelada extra Damasco s/ azúcar añadida marca Helios, 280G",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada extra Durazno s/azúcar añadida, 280g",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada extra Ciruela-Kiwi c/stevia marca HELIOS, 280G",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada extra Piña S/azúcar añadida marca HELIOS, 280G",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada Higo negro (57%) marca HELIOS, 330G",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada Frutas tropicales (mango, papaya, maracuyá) marca
HELIOS, 330G",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada Durazno marca HELIOS, 330G",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada de Arándano HELIOS sin azúcar añadida, 280 gr",Helios - Importa Cencosud
Mermeladas y dulces,Mermelada,"Mermelada extra Frutilla s/azúcar añadida, 280G",Helios - Importa Cencosud
Mermeladas y dulces,Miel de abeja,"MIel de abeja, 500 gr (frasco de vidrio)",Sofruco
Mermeladas y dulces,Dulce de batata,"Dulce de Batata (papa camote o dulce) La Gioconda, 700 gr.","La Gioconda - Importado por
Cencosud"
Cóctel y Snacks,Chips gourmet (papas fritas),"PopPed, chips aireados de papa con romero, doypack 105gr",Mizos
Cóctel y Snacks,Chips gourmet,"PopPed, chips aireados de papa con sal de mar, Paquete 20gr,
doypack 105gr",Mizos
Cóctel y Snacks,Chips gourmet,"Chips de Papas fritas con sal de mar, marca FLIP 170gr y 30g","Flip, Orizon"
Cóctel y Snacks,Chips gourmet,"Chips de papas con ajo y albahaca, marca FLIP","Flip, Orizon"
Cóctel y Snacks,Chips gourmet,"Chips de zanahoria con sal de mar, marca FLIP","Flip, Orizon"
Cóctel y Snacks,Chips gourmet,"Chips mix de vegetales papas, camote y zanahoria, marca FLIP,
170gr","Flip, Orizon"
Cóctel y Snacks,Chips gourmet,Chips papas con cebolla marca FLIP,"Flip, Orizon"
Cóctel y Snacks,Chips gourmet,Chips de betarraga con sal de mar marca FLIP,"Flip, Orizon"
Cóctel y Snacks,Chips gourmet,Chips de manzana marca FLIP,"Flip, Orizon"
Cóctel y Snacks,Chips gourmet,"Plátano frito picante marca Inka Chips, 100gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Yuca Frita en hojuelas saladas marca Inka Chips, 130gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Tostones de plátano con sal marca Inka Chips, 56,7gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Plátano frito (dulce) marca Inka Chips, 100gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Mix TROPICAL (camote, yuca, platano) Inka chips, 125 gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Camote frtito con sal Inka Chips, 130 gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Maíz gigante Inca Corn picante, 100gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Maíz gigante Inca Corn original (salado), 100gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Habas frtas saladas Inka Crops, 150 gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Mix Andino Inka Crops (maíz cancha, maíz gigante, habas fritas),
150 gr",Inka Crops
Cóctel y Snacks,Chips gourmet,"Snack Orgánico Vegano Lentejas Rojas - Arroz Negro Che Bon,
80 g","Castelfood - Importado por
Cencosud"
Cóctel y Snacks,Chips gourmet,"Snack Orgánico Vegano MaÍiz Y Trigo Sarraceno Che Bon, 80 g","Castelfood - Importado por
Cencosud"
Cóctel y Snacks,Chips gourmet,"Snack Orgánico Vegano Arroz Rojo - Garbanzos Che Bon, 80 g","Castelfood - Importado por
Cencosud"
Cóctel y Snacks,Chips gourmet,"Snack Orgánico Vegano Arroz - Arvejas Che Bon, 80 g","Castelfood - Importado por
Cencosud"
Cóctel y Snacks,Chips gourmet,"Snack Orgánico Vegano Maíz - Arroz Negro Che Bon, 80 g","Castelfood - Importado por
Cencosud"
Cóctel y Snacks,Chips gourmet,"Snack Orgánico Vegano Multigrano Che Bon, 80 g","Castelfood - Importado por
Cencosud"
Cóctel y Snacks,Crackers (galletas saladas),Galletas Crackers 210g,Schär - Importa Globe Italia
Cóctel y Snacks,Snacks,"NutriPop chocolate, 20 gr",Verax SpA
Cóctel y Snacks,Snacks,"NutriPop frambuesa, 20 gr",Verax SpA
Cóctel y Snacks,Papas fritas,"Curvies BBQ, 170gr",Schär - Importa Globe Italia
Cóctel y Snacks,Papas fritas,"Curvies Original, 170gr",Schär - Importa Globe Italia
Cóctel y Snacks,Papas fritas,"Papa frita hojuela sabor cebolla caramelizada y BBQ marca Inka
Chips, 142gr",Inka Crops
Cóctel y Snacks,Papas fritas,"Papas fritas c/sal de mar marca Inka Chips, 150gr",Inka Crops
Cóctel y Snacks,Papas fritas,"Papas fritas Jalapeñas marca Inka Chips, 142gr",Inka Crops
Cóctel y Snacks,Chips de maíz,"Maíz Cancha Serrana (salado), 180 gr",Inka Crops
Cóctel y Snacks,Chips de maíz,Nachos horneados aji,Sanissimo - Grupo Bimbo
Cóctel y Snacks,Chips de maíz,Nachos Albahaca y Tomate,Sanissimo - Grupo Bimbo
Cóctel y Snacks,Chips de maíz,Nachos clásicos,Sanissimo - Grupo Bimbo
Cóctel y Snacks,Chips de legumbres,"PopPed, chips aireados de lenteja con tomate y albahaca,
paquete 20gr y doypack 105gr",Mizos
Cóctel y Snacks,Galletitas,"Snack multigrano crema cebolla, 50 g","Lider - Elabora Sociedad
industrial de Alimentos Vida
Saludable"
Cóctel y Snacks,Galletitas,"Snack multigrano sal pimienta, 50 g","Lider - Elabora Sociedad
industrial de Alimentos Vida
Saludable"
Cóctel y Snacks,Galletitas,"Snack multigrano quínoa, sal de mar & pimienta, 100g","Selección - Elabora Sociedad
industrial de Alimentos Vida
Saludable"
Cóctel y Snacks,Galletitas,"Snack multigrano chía, linaza & sal de mar 100g","Selección - Elabora Sociedad
industrial de Alimentos Vida
Saludable"
Cóctel y Snacks,Almendras bañadas,"Perfect Nutrition Almonds and dark chocolate (Almendras
bañadas en chocolate amargo con proteinas), sobre 35g y 175g
(pack de 6 sobres)",Your-goal
Cóctel y Snacks,Maní bañado,"Perfect Nutrition Peanuts and dark chocolate (Maní bañado en
chocolate amargo con proteína), sobre 35g y 175g (pack de 6
sobres)",Your-goal
Cóctel y Snacks,Snack de vegetal,"Snack alcachofa, 45 g","POSHI - Importado por
Cencosud"
Cóctel y Snacks,Snack de vegetal,"Snack de esparrago, 38g","POSHI - Importado por
Cencosud"
Cóctel y Snacks,Aceitunas verdes,Aceitunas verde deshuesada con Ajo y tomillo 70gr,Fragata - Importa cencosud
Cóctel y Snacks,Aceitunas verdes,Aceitunas verde deshuesada aliñadas Picante 70gr,Fragata - Importa cencosud
Cóctel y Snacks,Aceitunas verdes,Aceitunas verdes deshuesadas aliñadas con limón 70gr,Fragata - Importa cencosud
Postres y compotas,Flan,"Flan Zerolacto Caramelo, 120gr",Soprole
Postres y compotas,Flan,"Flan Zerolacto Vainilla, 120gr",Soprole
Postres y compotas,Flan,"Flan del Sur Chocolate Avellana, 100gr",Colun
Postres y compotas,Flan,"Flan del Sur Caramelo toffe, 100gr",Colun
Postres y compotas,Flan,"Flan del Sur Panna Cotta, 100gr",Colun
Postres y compotas,Flan,"Flan clásico CARMENCITA, 20G","Carmencita - Importa
Cencosud"
Postres y compotas,Postre de crema,"Postre del Sur Manjar, 110 gr",Colun
Postres y compotas,Postre de crema,"Postre del Sur Chocolate, 110 gr",Colun
Postres y compotas,Postre de crema,"Postre del Sur Chocolate blanco, 110",Colun
Postres y compotas,Postre de crema,"Crema Catalana Carmencita, 80 gr","Carmencita - Importa
Cencosud"
Postres y compotas,Jalea,"Jalea sabor Naranja, pote 110 gr","Longaví - Alimentos Valle
Central"
Postres y compotas,Jalea,"Jalea (lista) sabor naranja, pote 100gr","Lider - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea sabor Guinda, pote 110 gr","Longaví - Alimentos Valle
Central"
Postres y compotas,Jalea,"Jalea sabor Frambuesa, pote 110 gr","Longaví - Alimentos Valle
Central"
Postres y compotas,Jalea,"Jalea sabor Piña, pote 110 gr","Longaví - Alimentos Valle
Central"
Postres y compotas,Jalea,"Jalea (lista) sabor limón, pote 100gr","Lider - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea (lista) sabor guinda, pote 100gr","Lider - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea (lista) sabor frambuesa, pote 100gr","Lider - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea (lista) sabor piña, pote 100gr","Lider - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea Piña, pote 110 gr",Soprole
Postres y compotas,Jalea,"Jalea Guinda, pote 110gr",Soprole
Postres y compotas,Jalea,"Jalea Frambuesa, pote 110gr",Soprole
Postres y compotas,Jalea,"Jalea sabor frambuesa, pote 100gr","Tottus - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea sabor guinda, pote 100gr","Tottus - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea sabor piña, pote 100gr","Tottus - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,"Jalea sabor naranja, pote 100gr","Tottus - Elabora Alimentos
Valle Central"
Postres y compotas,Jalea,JALEA TUTTI POP 110g,Soprole
Postres y compotas,Jalea,JALEA FUNNY APPLE 110G,Soprole
Postres y compotas,Jalea,"Jalea Goodnes Frambuesa, 110gr (pack 4 unidades)",Nestlé
Postres y compotas,Jalea,"Jalea Goodnes sabor Mango, 110gr (pack 4 unidades)",Nestlé
Postres y compotas,Postres,"Postre de la Abuela. Bocado crema salsa de Chocolate, 120gr",Soprole
Postres y compotas,Postres,Postre de la Abuela Bocado crema salsa berries,Soprole
Postres y compotas,Postres,"Postre Salted Caramel Gold, 120 g",Soprole
Postres y compotas,Compotas de fruta,"Postre compotta Manzana, 110g",Soprole
Postres y compotas,Compotas de fruta,"Postre compotta Pera, 110gr",Soprole
Postres y compotas,Compotas de fruta,"Postre de manzana Anela Bio, 2x100g","Safrunat SL - Importado por
Cencosud"
Postres y compotas,Compotas de fruta,"Postre de Manzana Platano Anela Fruits Bio, 2x100 gr","Safrunat SL - Importado por
Cencosud"
Postres y compotas,Mousse,"Chandelle crema manjar, pote 130gr",Nestlé
Postres y compotas,Mousse,"Chandelle chocolate deslactosado, pote 130gr",Nestlé
Postres y compotas,Mousse,"MANJARATE Postre Black, 80 gr",Soprole
Postres y compotas,Mousse,"MANJARATE Postre, 80 gr",Soprole
Postres y compotas,Mousse,"Manjarate 3D, 100gr",Soprole
Postres y compotas,Mousse,"MANJARATE Zerolacto, 80gr",Soprole
Postres y compotas,Mousse,"Chandelle crema chocolate, pote 130gr",Nestlé
Postres y compotas,Mousse,"Chandelle crema lúcuma, pote 130gr",Nestlé
Postres y compotas,Mousse,"Chandelle manjar deslactosado, pote 130gr",Nestlé
Postres y compotas,Mousse,"Chandelle Suspiro Maracuyá, 130 gr",Nestlé
Postres y compotas,Mousse,"Chandelle tentación brownie, 130gr",Nestlé
Postres y compotas,Natillas,"Natillas caseras Carmencita (en polvo), 80 gr","Carmencita - Importa
Cencosud"
Postres y compotas,Alimento veggie,"Alimento Veggie sabor Frutilla, 115gr",Nestlé
Postres y compotas,Alimento veggie,"Alimento Veggie sabor Coco, 115gr",Nestlé
Postres y compotas,Alimento veggie,"Alimento Veggie Berries, 115gr",Nestlé
Helados,Helados,Helados Palettas Multipaletas Kids,Palettas - Emporio La Rosa
Helados,Helado de agua,"Helado de frambuesa, pote 500 y 100ml",Gelatería Firenze
Helados,Helado de agua,"Helado de Frutilla albahaca sin azúcar, pote 500 y 100ml",Gelatería Firenze
Helados,Helado de agua,"Helado Frutos del bosque, pote 1lt",Palettas - Emporio La Rosa
Helados,Helado de agua,"Helado con paleta Frutos del Bosque, caja con 5 helados, 290gr",Palettas - Emporio La Rosa
Helados,Helado de agua,"Helado con paleta Limón menta jengibre, caja con 5 helados,
290gr",Palettas - Emporio La Rosa
Helados,Helado de agua,"Helado con paleta Mango Maracuyá, 290gr (caja con 5 helados
58gc/u)",Palettas - Emporio La Rosa
Helados,Helado de agua,"Pura fruta Frambuesa (mini), multi pack 6 unidades 50m",Nestlé
Helados,Helado de agua,Helado Limón Menta Albahaca 550g,Emporio La Rosa
Helados,Helado de agua,"Helado Frutilla sin azúcar, pote 550gr",Emporio La Rosa
Helados,Helado de agua,"Savory helado CENTELLA manzana limón (tradicional) ,
individual (52 gr) y multipack)",Nestlé
Helados,Helado de agua,"Savory helado CENTELLA 3 sabores, individual (52 gr) y
multipack)",Nestlé
Helados,Helado de agua,"Helados Chamonix Piña, 1lt",Nestlé
Helados,Helado de agua,"Helado Savory Frutos del Bosque, 1lt",Nestlé
Helados,Helados de leche,"Helado Vainilla, pote 550gr",Emporio La Rosa
Helados,Helados de leche,"Helado Chocolate araucano, pote 550gr",Emporio La Rosa
Helados,Helados de leche,"Helado de dulce de leche, pote 500 y 100ml",Gelatería Firenze
Helados,Helados de leche,"Helado de caluga tofee, pote 500 y 100ml",Gelatería Firenze
Helados,Helados de leche,"Helado de vainilla, pote 500 y 100ml",Gelatería Firenze
Helados,Helados de leche,"Bombón relleno con helado de pistacho, 156gr",Emporio La Rosa
Helados,Helados de leche,"Helado de chocolate belga 54% cacao, pote 500 y 100ml",Gelatería Firenze
Helados,Helados de leche,"Helado Dulce de leche, pote 1lt",Palettas - Emporio La Rosa
Helados,Helados de leche,"Helado con paleta sabor Chocolate Almendra, caja 5 paletas
heladas, 290gr",Palettas - Emporio La Rosa
Helados,Helados de leche,"Helado con paleta Dulce de leche, caja con 5 helados, 290gr",Palettas - Emporio La Rosa
Helados,Helados de leche,"Helado sabor Volcán de chocolate, pote 1lt",Palettas - Emporio La Rosa
Helados,Helados de leche,"Helado Savory Chocolate 0% azúcar, 1L",Nestlé
Helados,Helados de leche,"Helado Savory Vainilla 0% azúcar, 1L",Nestlé
Helados,Helados de leche,"Helados Chamonix Brix (trisabor), 2,5lt",Nestlé
Helados,Helados de leche,"Helado Chamonix Tres leche chocolate, 2,5lt",Nestlé
Helados,Helados de leche,"Helados Chamonix Brix (trisabor), 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Pasas al ron, 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Vainilla, 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Chocolate suizo, 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Chocolate lúcuma, 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Chocolate blanco y Frembuesa, 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Chirimoya alegre, 1lt",Nestlé
Helados,Helados de leche,"Helado Savory Banana split, 1lt",Nestlé
Helados,Helados de leche,"Helado de Lúcuma, 550gr",Emporio La Rosa
Helados,Helados de leche,Savory Frambuesas a la crema 0% azúcar 1lt,Nestlé
